rate_num,rating_type,degree,Feedback_ID
11228,Cleanliness,1,400
11229,Food,1,150
11230,Service,5,426
11231,Food,1,427
11232,Cleanliness,4,423
11233,Cleanliness,5,407
11234,Food,4,48
11235,Food,4,183
11236,Service,3,80
11237,Service,5,143
11238,Cleanliness,3,250
11239,Food,1,218
11240,Service,1,9
11241,Cleanliness,3,299
11242,Service,2,384
11243,Food,2,428
11244,Service,5,222
11245,Food,3,462
11246,Food,5,464
11247,Service,3,338
11248,Cleanliness,5,94
11249,Food,5,171
11250,Service,3,308
11251,Service,5,226
11252,Cleanliness,5,307
11253,Food,1,478
11254,Cleanliness,2,303
11255,Service,5,92
11256,Service,2,302
11257,Food,3,14
11258,Food,3,218
11259,Cleanliness,5,498
11260,Food,3,205
11261,Cleanliness,1,174
11262,Cleanliness,4,411
11263,Food,2,481
11264,Cleanliness,5,150
11265,Cleanliness,5,32
11266,Food,4,208
11267,Food,4,388
11268,Food,1,177
11269,Service,2,68
11270,Food,5,115
11271,Cleanliness,1,478
11272,Cleanliness,2,39
11273,Service,4,414
11274,Service,1,154
11275,Cleanliness,5,231
11276,Food,2,67
11277,Food,1,384
11278,Food,2,162
11279,Service,2,265
11280,Food,1,246
11281,Cleanliness,5,59
11282,Food,3,12
11283,Cleanliness,4,283
11284,Cleanliness,1,261
11285,Food,4,155
11286,Food,5,187
11287,Cleanliness,1,405
11288,Food,4,305
11289,Cleanliness,4,97
11290,Food,1,41
11291,Food,4,127
11292,Food,5,382
11293,Food,3,266
11294,Cleanliness,5,150
11295,Cleanliness,3,259
11296,Cleanliness,4,98
11297,Service,1,180
11298,Food,2,323
11299,Cleanliness,1,363
11300,Cleanliness,3,57
11301,Food,5,381
11302,Cleanliness,4,112
11303,Service,5,277
11304,Service,2,293
11305,Food,2,92
11306,Service,5,393
11307,Service,5,109
11308,Service,4,327
11309,Food,2,211
11310,Service,1,251
11311,Cleanliness,2,211
11312,Food,3,224
11313,Cleanliness,5,316
11314,Cleanliness,1,110
11315,Food,5,486
11316,Service,4,481
11317,Food,1,434
11318,Service,2,25
11319,Food,5,463
11320,Service,1,142
11321,Food,4,208
11322,Service,2,452
11323,Cleanliness,1,74
11324,Cleanliness,5,139
11325,Service,1,441
11326,Cleanliness,4,82
11327,Food,3,401
11328,Cleanliness,5,269
11329,Cleanliness,2,78
11330,Service,4,336
11331,Cleanliness,1,306
11332,Food,1,480
11333,Service,1,19
11334,Cleanliness,4,457
11335,Cleanliness,2,188
11336,Service,3,358
11337,Service,4,315
11338,Cleanliness,4,35
11339,Service,1,143
11340,Service,4,240
11341,Cleanliness,2,357
11342,Food,4,24
11343,Cleanliness,5,1
11344,Service,2,260
11345,Service,1,137
11346,Service,2,178
11347,Food,4,439
11348,Service,1,379
11349,Food,2,170
11350,Service,5,237
11351,Cleanliness,3,119
11352,Cleanliness,3,108
11353,Cleanliness,3,130
11354,Service,5,397
11355,Service,2,1
11356,Cleanliness,3,343
11357,Food,5,129
11358,Service,5,254
11359,Cleanliness,5,392
11360,Food,3,384
11361,Food,1,469
11362,Service,2,359
11363,Food,5,424
11364,Service,3,102
11365,Food,5,331
11366,Service,2,318
11367,Food,2,287
11368,Service,4,170
11369,Cleanliness,1,247
11370,Service,4,58
11371,Service,3,150
11372,Cleanliness,4,175
11373,Cleanliness,1,136
11374,Service,2,125
11375,Food,3,453
11376,Service,1,14
11377,Cleanliness,4,447
11378,Food,4,101
11379,Food,3,179
11380,Food,2,253
11381,Food,5,494
11382,Cleanliness,5,202
11383,Service,5,203
11384,Food,4,494
11385,Service,1,209
11386,Service,2,320
11387,Food,1,440
11388,Food,4,96
11389,Service,5,101
11390,Cleanliness,2,181
11391,Cleanliness,1,18
11392,Service,2,130
11393,Food,3,77
11394,Service,4,287
11395,Cleanliness,2,318
11396,Food,3,331
11397,Food,1,495
11398,Food,5,447
11399,Service,1,110
11400,Cleanliness,2,135
11401,Cleanliness,3,48
11402,Food,1,374
11403,Service,2,125
11404,Cleanliness,1,389
11405,Cleanliness,3,483
11406,Food,2,367
11407,Food,3,144
11408,Food,3,499
11409,Cleanliness,4,78
11410,Service,5,460
11411,Service,5,498
11412,Cleanliness,4,32
11413,Service,2,472
11414,Food,4,57
11415,Food,1,329
11416,Cleanliness,1,392
11417,Food,4,450
11418,Food,2,188
11419,Food,3,268
11420,Service,2,286
11421,Cleanliness,2,206
11422,Food,3,422
11423,Service,1,80
11424,Cleanliness,5,265
11425,Cleanliness,1,400
11426,Service,1,136
11427,Cleanliness,3,411
11428,Service,1,189
11429,Cleanliness,2,146
11430,Service,5,221
11431,Service,3,336
11432,Food,2,467
11433,Food,3,47
11434,Food,2,325
11435,Cleanliness,4,270
11436,Cleanliness,5,334
11437,Service,2,19
11438,Cleanliness,3,76
11439,Cleanliness,1,411
11440,Cleanliness,1,177
11441,Cleanliness,1,432
11442,Service,1,176
11443,Service,1,111
11444,Service,2,267
11445,Food,4,401
11446,Service,1,223
11447,Service,4,193
11448,Food,3,10
11449,Food,5,403
11450,Service,3,127
11451,Service,4,330
11452,Cleanliness,2,396
11453,Service,5,312
11454,Cleanliness,5,72
11455,Service,1,324
11456,Service,5,409
11457,Service,5,451
11458,Cleanliness,3,293
11459,Food,3,138
11460,Food,4,418
11461,Service,2,146
11462,Service,1,247
11463,Food,5,43
11464,Food,2,390
11465,Service,4,324
11466,Cleanliness,2,500
11467,Food,5,234
11468,Service,3,148
11469,Service,4,177
11470,Food,4,81
11471,Food,5,2
11472,Cleanliness,2,198
11473,Cleanliness,5,19
11474,Food,3,40
11475,Service,1,71
11476,Food,2,196
11477,Food,4,61
11478,Food,3,382
11479,Food,5,439
11480,Food,5,249
11481,Cleanliness,3,32
11482,Food,3,108
11483,Service,2,111
11484,Service,1,397
11485,Service,4,287
11486,Cleanliness,5,84
11487,Cleanliness,4,112
11488,Service,5,144
11489,Service,1,458
11490,Cleanliness,2,135
11491,Cleanliness,2,86
11492,Service,4,128
11493,Cleanliness,2,433
11494,Food,2,403
11495,Food,3,64
11496,Cleanliness,5,329
11497,Food,3,458
11498,Food,2,361
11499,Food,3,324
11500,Food,5,242
11501,Food,1,424
11502,Food,5,329
11503,Cleanliness,1,98
11504,Cleanliness,2,78
11505,Food,3,149
11506,Cleanliness,3,480
11507,Cleanliness,3,19
11508,Service,3,189
11509,Food,2,264
11510,Cleanliness,1,478
11511,Food,3,386
11512,Service,5,498
11513,Service,3,399
11514,Food,1,307
11515,Cleanliness,1,314
11516,Service,2,333
11517,Cleanliness,5,249
11518,Food,4,440
11519,Food,2,339
11520,Service,1,304
11521,Cleanliness,3,180
11522,Food,2,467
11523,Cleanliness,3,239
11524,Service,4,198
11525,Cleanliness,1,310
11526,Cleanliness,2,15
11527,Cleanliness,1,369
11528,Service,3,93
11529,Food,2,454
11530,Service,1,218
11531,Cleanliness,1,179
11532,Service,2,458
11533,Cleanliness,2,68
11534,Cleanliness,5,239
11535,Service,3,344
11536,Food,3,316
11537,Service,4,488
11538,Cleanliness,1,456
11539,Cleanliness,5,216
11540,Cleanliness,5,131
11541,Cleanliness,4,343
11542,Cleanliness,1,292
11543,Service,1,241
11544,Service,5,63
11545,Service,2,317
11546,Food,4,92
11547,Cleanliness,2,322
11548,Cleanliness,3,282
11549,Service,2,357
11550,Cleanliness,5,131
11551,Cleanliness,4,332
11552,Service,5,211
11553,Cleanliness,3,61
11554,Service,4,210
11555,Service,4,10
11556,Service,1,400
11557,Service,1,401
11558,Food,3,188
11559,Service,3,451
11560,Cleanliness,3,194
11561,Cleanliness,1,188
11562,Service,5,116
11563,Service,2,465
11564,Service,3,446
11565,Food,4,360
11566,Cleanliness,3,264
11567,Food,5,357
11568,Service,5,265
11569,Cleanliness,3,70
11570,Food,5,354
11571,Cleanliness,2,38
11572,Cleanliness,2,30
11573,Service,4,470
11574,Cleanliness,1,4
11575,Cleanliness,5,320
11576,Cleanliness,1,411
11577,Food,3,170
11578,Food,2,211
11579,Cleanliness,2,276
11580,Cleanliness,2,480
11581,Cleanliness,3,222
11582,Cleanliness,1,384
11583,Cleanliness,4,188
11584,Cleanliness,4,499
11585,Cleanliness,2,199
11586,Service,1,400
11587,Food,2,16
11588,Service,2,204
11589,Service,5,487
11590,Service,2,409
11591,Service,3,338
11592,Cleanliness,3,384
11593,Food,3,311
11594,Food,5,236
11595,Food,2,155
11596,Service,2,486
11597,Food,5,338
11598,Food,4,149
11599,Cleanliness,3,431
11600,Service,3,124
11601,Food,1,396
11602,Cleanliness,1,340
11603,Service,3,264
11604,Service,2,9
11605,Cleanliness,4,346
11606,Food,5,365
11607,Service,4,156
11608,Service,2,457
11609,Cleanliness,2,374
11610,Service,4,460
11611,Cleanliness,1,33
11612,Service,3,125
11613,Cleanliness,2,64
11614,Food,1,240
11615,Service,1,376
11616,Cleanliness,3,157
11617,Food,4,140
11618,Cleanliness,1,267
11619,Food,1,387
11620,Service,5,99
11621,Service,4,138
11622,Food,3,220
11623,Service,4,36
11624,Service,2,313
11625,Cleanliness,4,405
11626,Cleanliness,5,80
11627,Service,4,227
11628,Service,1,96
11629,Food,1,226
11630,Cleanliness,2,348
11631,Food,1,416
11632,Food,2,273
11633,Cleanliness,5,275
11634,Cleanliness,1,475
11635,Service,4,172
11636,Service,4,149
11637,Service,2,448
11638,Cleanliness,2,84
11639,Food,5,257
11640,Service,5,454
11641,Cleanliness,2,304
11642,Food,1,52
11643,Food,1,433
11644,Food,3,39
11645,Food,5,87
11646,Service,1,457
11647,Service,2,436
11648,Food,5,226
11649,Food,1,346
11650,Food,3,308
11651,Food,2,316
11652,Cleanliness,4,10
11653,Service,2,250
11654,Cleanliness,2,341
11655,Food,2,178
11656,Service,4,338
11657,Service,3,433
11658,Food,1,72
11659,Service,3,294
11660,Food,1,233
11661,Food,1,318
11662,Food,5,120
11663,Cleanliness,4,186
11664,Cleanliness,3,433
11665,Cleanliness,4,436
11666,Food,3,281
11667,Cleanliness,3,233
11668,Food,1,211
11669,Food,5,441
11670,Food,2,259
11671,Food,4,290
11672,Service,1,426
11673,Cleanliness,3,69
11674,Service,3,328
11675,Cleanliness,2,308
11676,Food,1,13
11677,Service,4,205
11678,Food,3,359
11679,Cleanliness,1,461
11680,Cleanliness,3,78
11681,Service,2,166
11682,Cleanliness,5,177
11683,Cleanliness,1,6
11684,Cleanliness,5,298
11685,Food,1,105
11686,Food,3,382
11687,Cleanliness,1,340
11688,Food,3,383
11689,Food,3,454
11690,Service,1,255
11691,Food,3,290
11692,Food,5,88
11693,Cleanliness,2,41
11694,Cleanliness,2,293
11695,Service,5,449
11696,Cleanliness,1,261
11697,Food,3,40
11698,Service,1,321
11699,Cleanliness,2,13
11700,Cleanliness,1,19
11701,Food,4,368
11702,Cleanliness,2,288
11703,Cleanliness,2,48
11704,Service,5,240
11705,Service,2,244
11706,Food,4,429
11707,Cleanliness,3,162
11708,Cleanliness,4,207
11709,Cleanliness,4,122
11710,Cleanliness,3,344
11711,Cleanliness,1,467
11712,Food,5,36
11713,Service,5,180
11714,Service,1,197
11715,Service,3,87
11716,Food,1,126
11717,Food,4,62
11718,Food,1,115
11719,Food,5,7
11720,Food,2,481
11721,Food,2,7
11722,Cleanliness,4,373
11723,Food,3,281
11724,Service,1,409
11725,Food,3,358
11726,Cleanliness,4,83
11727,Service,4,162
11728,Food,4,388
11729,Cleanliness,5,441
11730,Food,1,63
11731,Service,1,150
11732,Service,4,355
11733,Service,5,339
11734,Cleanliness,2,464
11735,Cleanliness,3,451
11736,Service,4,82
11737,Service,3,332
11738,Cleanliness,2,86
11739,Service,3,188
11740,Food,5,487
11741,Service,2,229
11742,Service,4,65
11743,Food,2,369
11744,Cleanliness,4,142
11745,Service,4,303
11746,Cleanliness,2,385
11747,Cleanliness,3,298
11748,Food,4,446
11749,Food,2,426
11750,Food,5,455
11751,Food,2,184
11752,Service,2,8
11753,Cleanliness,5,340
11754,Food,5,357
11755,Service,3,64
11756,Service,1,131
11757,Cleanliness,4,205
11758,Food,5,277
11759,Food,1,64
11760,Cleanliness,4,5
11761,Service,5,309
11762,Cleanliness,4,205
11763,Food,1,360
11764,Cleanliness,4,166
11765,Service,2,251
11766,Cleanliness,4,349
11767,Cleanliness,3,235
11768,Food,1,368
11769,Service,5,3
11770,Service,5,306
11771,Food,1,233
11772,Food,5,420
11773,Cleanliness,2,429
11774,Service,4,183
11775,Cleanliness,1,346
11776,Service,2,278
11777,Service,2,491
11778,Food,2,476
11779,Food,3,168
11780,Service,4,66
11781,Service,5,165
11782,Cleanliness,5,67
11783,Service,3,495
11784,Service,2,337
11785,Cleanliness,3,453
11786,Food,4,103
11787,Food,2,88
11788,Cleanliness,5,457
11789,Cleanliness,4,179
11790,Food,4,176
11791,Cleanliness,4,367
11792,Service,2,363
11793,Service,3,151
11794,Cleanliness,3,75
11795,Food,4,318
11796,Food,1,120
11797,Service,1,240
11798,Food,4,286
11799,Service,2,245
11800,Cleanliness,2,123
11801,Cleanliness,3,405
11802,Food,5,466
11803,Food,5,455
11804,Service,2,454
11805,Cleanliness,2,289
11806,Service,4,175
11807,Service,5,344
11808,Service,3,33
11809,Food,2,378
11810,Cleanliness,2,417
11811,Service,5,57
11812,Food,5,92
11813,Service,3,483
11814,Food,5,107
11815,Food,5,275
11816,Cleanliness,3,295
11817,Food,3,8
11818,Food,1,14
11819,Food,4,397
11820,Cleanliness,5,276
11821,Service,4,239
11822,Cleanliness,3,480
11823,Cleanliness,1,147
11824,Food,2,119
11825,Food,1,478
11826,Service,5,387
11827,Service,5,364
11828,Service,3,94
11829,Cleanliness,3,94
11830,Service,2,373
11831,Service,2,102
11832,Cleanliness,4,136
11833,Cleanliness,4,236
11834,Cleanliness,5,359
11835,Food,5,454
11836,Food,5,371
11837,Service,1,171
11838,Service,5,376
11839,Cleanliness,2,178
11840,Food,3,435
11841,Cleanliness,1,366
11842,Cleanliness,5,244
11843,Food,3,116
11844,Food,4,85
11845,Food,3,127
11846,Food,2,141
11847,Food,1,75
11848,Service,3,259
11849,Service,1,204
11850,Cleanliness,4,336
11851,Cleanliness,2,489
11852,Cleanliness,4,286
11853,Food,2,124
11854,Food,4,58
11855,Cleanliness,4,390
11856,Food,3,488
11857,Cleanliness,5,145
11858,Cleanliness,4,310
11859,Food,2,295
11860,Cleanliness,3,217
11861,Service,2,268
11862,Food,1,465
11863,Service,2,228
11864,Service,1,316
11865,Food,4,204
11866,Cleanliness,4,158
11867,Cleanliness,3,194
11868,Service,5,283
11869,Cleanliness,1,477
11870,Food,2,321
11871,Food,2,215
11872,Cleanliness,5,59
11873,Food,3,500
11874,Service,5,281
11875,Cleanliness,3,302
11876,Food,5,66
11877,Food,2,481
11878,Food,1,343
11879,Food,3,387
11880,Cleanliness,3,293
11881,Food,2,247
11882,Service,2,199
11883,Cleanliness,2,457
11884,Service,1,262
11885,Service,1,331
11886,Cleanliness,4,89
11887,Cleanliness,4,495
11888,Service,1,491
11889,Cleanliness,1,227
11890,Food,4,81
11891,Cleanliness,4,84
11892,Cleanliness,3,407
11893,Cleanliness,1,237
11894,Service,3,243
11895,Cleanliness,4,436
11896,Food,1,248
11897,Service,2,305
11898,Service,2,495
11899,Service,5,339
11900,Cleanliness,5,419
11901,Food,1,277
11902,Food,1,412
11903,Cleanliness,5,63
11904,Service,4,429
11905,Service,1,335
11906,Cleanliness,1,238
11907,Service,2,102
11908,Cleanliness,2,376
11909,Cleanliness,5,190
11910,Cleanliness,2,153
11911,Service,1,28
11912,Service,4,326
11913,Food,4,312
11914,Service,2,204
11915,Service,3,309
11916,Food,3,489
11917,Food,5,469
11918,Service,3,446
11919,Service,5,1
11920,Food,2,421
11921,Service,2,481
11922,Cleanliness,2,58
11923,Service,1,102
11924,Food,1,2
11925,Food,2,450
11926,Service,3,426
11927,Cleanliness,2,22
11928,Service,2,31
11929,Cleanliness,2,418
11930,Cleanliness,4,429
11931,Cleanliness,1,392
11932,Food,4,424
11933,Food,4,50
11934,Food,1,35
11935,Cleanliness,4,407
11936,Food,5,375
11937,Cleanliness,5,447
11938,Food,5,208
11939,Food,4,478
11940,Cleanliness,4,308
11941,Service,3,24
11942,Cleanliness,1,187
11943,Cleanliness,1,114
11944,Service,1,451
11945,Cleanliness,2,498
11946,Cleanliness,1,466
11947,Cleanliness,3,244
11948,Cleanliness,2,183
11949,Food,5,127
11950,Food,1,50
11951,Cleanliness,5,156
11952,Service,5,318
11953,Service,4,98
11954,Cleanliness,2,188
11955,Cleanliness,4,445
11956,Cleanliness,1,451
11957,Cleanliness,5,288
11958,Service,2,164
11959,Food,4,491
11960,Food,3,468
11961,Food,4,451
11962,Service,3,480
11963,Service,3,249
11964,Service,5,467
11965,Food,2,160
11966,Food,5,321
11967,Food,5,170
11968,Food,2,479
11969,Cleanliness,1,479
11970,Cleanliness,4,30
11971,Cleanliness,3,375
11972,Cleanliness,4,271
11973,Service,1,395
11974,Service,5,227
11975,Food,3,412
11976,Cleanliness,1,375
11977,Service,2,482
11978,Cleanliness,2,256
11979,Service,2,439
11980,Service,4,52
11981,Food,4,230
11982,Cleanliness,2,70
11983,Food,2,166
11984,Cleanliness,4,138
11985,Service,4,358
11986,Service,1,444
11987,Cleanliness,5,76
11988,Cleanliness,4,478
11989,Cleanliness,1,108
11990,Food,3,166
11991,Service,5,140
11992,Cleanliness,3,466
11993,Food,5,425
11994,Service,4,116
11995,Service,5,45
11996,Cleanliness,3,458
11997,Food,2,338
11998,Food,4,82
11999,Service,1,333
12000,Food,1,197
12001,Food,2,435
12002,Service,5,246
12003,Service,4,379
12004,Cleanliness,3,289
12005,Food,1,167
12006,Cleanliness,2,141
12007,Service,4,192
12008,Service,5,126
12009,Service,3,180
12010,Food,4,450
12011,Cleanliness,5,263
12012,Cleanliness,3,246
12013,Service,2,359
12014,Service,3,443
12015,Service,2,332
12016,Food,1,33
12017,Service,5,117
12018,Service,3,438
12019,Cleanliness,2,37
12020,Service,4,353
12021,Service,2,22
12022,Cleanliness,2,176
12023,Food,2,285
12024,Food,3,126
12025,Cleanliness,5,330
12026,Service,2,224
12027,Food,3,12
12028,Cleanliness,1,469
12029,Food,3,99
12030,Cleanliness,3,228
12031,Service,3,22
12032,Food,2,118
12033,Service,1,130
12034,Service,4,77
12035,Cleanliness,4,39
12036,Service,4,38
12037,Service,1,402
12038,Service,5,244
12039,Service,2,400
12040,Service,4,201
12041,Service,3,348
12042,Food,2,479
12043,Service,3,218
12044,Food,5,25
12045,Food,3,143
12046,Food,4,336
12047,Service,2,385
12048,Cleanliness,4,157
12049,Service,2,258
12050,Service,3,58
12051,Service,2,235
12052,Food,5,17
12053,Cleanliness,2,41
12054,Cleanliness,5,135
12055,Cleanliness,1,371
12056,Service,1,131
12057,Cleanliness,5,471
12058,Food,3,215
12059,Food,4,124
12060,Cleanliness,5,156
12061,Cleanliness,5,341
12062,Service,3,364
12063,Cleanliness,2,255
12064,Food,5,11
12065,Cleanliness,3,327
12066,Cleanliness,4,430
12067,Service,5,260
12068,Service,4,382
12069,Food,2,475
12070,Service,2,1
12071,Cleanliness,3,282
12072,Cleanliness,4,442
12073,Service,1,196
12074,Service,5,215
12075,Service,1,232
12076,Cleanliness,4,197
12077,Service,1,162
12078,Cleanliness,3,126
12079,Food,1,149
12080,Cleanliness,5,73
12081,Service,3,287
12082,Service,1,470
12083,Service,2,328
12084,Food,3,477
12085,Service,4,216
12086,Food,5,94
12087,Food,1,176
12088,Food,1,136
12089,Cleanliness,5,467
12090,Food,4,283
12091,Food,1,221
12092,Food,4,200
12093,Food,5,253
12094,Service,3,25
12095,Service,4,404
12096,Food,2,99
12097,Service,5,81
12098,Service,1,379
12099,Cleanliness,2,11
12100,Food,2,313
12101,Service,2,249
12102,Food,1,49
12103,Food,3,44
12104,Service,3,492
12105,Food,5,359
12106,Food,3,392
12107,Food,1,290
12108,Cleanliness,2,187
12109,Food,3,342
12110,Food,4,86
12111,Cleanliness,3,17
12112,Food,5,345
12113,Cleanliness,1,294
12114,Cleanliness,5,359
12115,Food,5,246
12116,Food,2,53
12117,Cleanliness,5,277
12118,Service,1,73
12119,Food,2,197
12120,Service,3,227
12121,Cleanliness,2,451
12122,Service,3,452
12123,Food,3,451
12124,Service,2,450
12125,Service,2,378
12126,Service,2,115
12127,Food,4,465
12128,Service,1,222
12129,Service,3,236
12130,Cleanliness,5,311
12131,Cleanliness,1,80
12132,Service,5,226
12133,Food,1,431
12134,Service,4,8
12135,Cleanliness,2,223
12136,Food,5,122
12137,Food,1,327
12138,Service,1,44
12139,Cleanliness,2,3
12140,Cleanliness,3,360
12141,Cleanliness,3,340
12142,Cleanliness,1,286
12143,Cleanliness,3,69
12144,Cleanliness,4,397
12145,Cleanliness,1,386
12146,Food,5,264
12147,Cleanliness,4,43
12148,Service,4,105
12149,Cleanliness,3,417
12150,Cleanliness,5,450
12151,Food,4,187
12152,Food,2,118
12153,Food,2,233
12154,Service,4,198
12155,Cleanliness,4,18
12156,Service,3,108
12157,Service,5,44
12158,Service,3,283
12159,Service,5,434
12160,Food,4,79
12161,Food,3,307
12162,Service,4,209
12163,Cleanliness,5,85
12164,Service,5,444
12165,Food,5,397
12166,Food,2,64
12167,Cleanliness,5,166
12168,Food,3,171
12169,Food,1,415
12170,Food,5,450
12171,Service,5,280
12172,Cleanliness,1,392
12173,Service,2,472
12174,Service,1,348
12175,Food,2,208
12176,Service,2,333
12177,Cleanliness,4,30
12178,Food,5,373
12179,Food,1,191
12180,Service,1,100
12181,Cleanliness,4,36
12182,Food,1,125
12183,Service,3,169
12184,Food,1,177
12185,Food,2,296
12186,Food,4,191
12187,Cleanliness,1,89
12188,Food,1,321
12189,Service,3,469
12190,Food,2,484
12191,Service,2,366
12192,Service,4,432
12193,Service,1,459
12194,Service,2,317
12195,Service,2,408
12196,Cleanliness,2,279
12197,Cleanliness,5,470
12198,Cleanliness,2,325
12199,Food,2,429
12200,Cleanliness,5,229
12201,Service,2,215
12202,Cleanliness,3,79
12203,Service,1,445
12204,Service,2,281
12205,Food,3,180
12206,Food,3,331
12207,Food,5,107
12208,Cleanliness,1,229
12209,Cleanliness,3,89
12210,Service,3,231
12211,Service,2,148
12212,Cleanliness,3,455
12213,Service,4,341
12214,Service,1,428
12215,Service,3,139
12216,Food,5,500
12217,Food,1,410
12218,Cleanliness,5,428
12219,Food,3,374
12220,Food,2,495
12221,Food,3,382
12222,Cleanliness,2,403
12223,Cleanliness,1,444
12224,Food,3,387
12225,Cleanliness,4,442
12226,Food,3,424
12227,Cleanliness,5,157
12228,Food,4,88
12229,Cleanliness,5,318
12230,Cleanliness,4,217
12231,Food,4,262
12232,Service,1,58
12233,Food,4,62
12234,Food,5,417
12235,Food,1,237
12236,Food,4,106
12237,Service,3,289
12238,Cleanliness,3,72
12239,Food,2,16
12240,Cleanliness,5,56
12241,Cleanliness,3,315
12242,Food,4,458
12243,Service,3,67
12244,Service,1,447
12245,Service,4,148
12246,Food,3,436
12247,Food,3,166
12248,Service,1,118
12249,Food,2,323
12250,Cleanliness,1,270
12251,Service,4,133
12252,Service,2,96
12253,Food,5,102
12254,Service,1,195
12255,Food,2,241
12256,Food,2,356
12257,Food,5,206
12258,Cleanliness,4,367
12259,Service,2,298
12260,Cleanliness,1,162
12261,Service,4,212
12262,Service,1,488
12263,Food,4,431
12264,Service,1,490
12265,Service,2,426
12266,Food,3,60
12267,Service,4,186
12268,Service,2,368
12269,Service,4,319
12270,Cleanliness,5,376
12271,Food,4,410
12272,Service,1,62
12273,Service,3,439
12274,Cleanliness,2,287
12275,Food,5,15
12276,Food,4,33
12277,Food,4,7
12278,Cleanliness,1,323
12279,Cleanliness,1,238
12280,Food,4,245
12281,Food,1,92
12282,Cleanliness,5,286
12283,Service,2,348
12284,Cleanliness,5,43
12285,Food,2,50
12286,Service,2,223
12287,Service,4,219
12288,Service,2,288
12289,Food,4,19
12290,Food,1,401
12291,Cleanliness,2,432
12292,Service,2,445
12293,Cleanliness,2,393
12294,Cleanliness,5,138
12295,Service,1,398
12296,Cleanliness,3,259
12297,Cleanliness,4,451
12298,Service,5,73
12299,Cleanliness,1,154
12300,Service,3,253
12301,Service,2,463
12302,Cleanliness,4,245
12303,Service,1,47
12304,Service,2,262
12305,Cleanliness,2,295
12306,Food,2,53
12307,Cleanliness,1,240
12308,Service,3,223
12309,Food,3,158
12310,Cleanliness,4,24
12311,Cleanliness,5,360
12312,Food,4,111
12313,Food,4,19
12314,Service,5,177
12315,Service,2,109
12316,Cleanliness,3,14
12317,Food,5,203
12318,Food,2,54
12319,Food,3,439
12320,Food,4,472
12321,Food,4,333
12322,Food,4,398
12323,Food,3,43
12324,Service,4,309
12325,Cleanliness,1,232
12326,Cleanliness,1,149
12327,Service,4,283
12328,Cleanliness,1,418
12329,Cleanliness,3,296
12330,Service,2,51
12331,Food,4,463
12332,Service,2,485
12333,Food,3,441
12334,Service,3,469
12335,Service,1,109
12336,Cleanliness,5,92
12337,Service,4,71
12338,Cleanliness,1,238
12339,Service,4,69
12340,Cleanliness,5,340
12341,Service,3,362
12342,Food,3,67
12343,Food,3,27
12344,Cleanliness,4,4
12345,Service,1,269
12346,Service,5,73
12347,Cleanliness,2,469
12348,Cleanliness,2,498
12349,Service,2,462
12350,Cleanliness,4,98
12351,Food,4,284
12352,Food,5,449
12353,Service,3,40
12354,Service,4,469
12355,Service,4,21
12356,Food,5,485
12357,Service,4,186
12358,Service,1,197
12359,Service,3,175
12360,Cleanliness,5,267
12361,Food,1,240
12362,Service,5,350
12363,Food,5,223
12364,Food,2,45
12365,Food,1,91
12366,Food,3,262
12367,Service,1,236
12368,Food,4,78
12369,Food,4,331
12370,Cleanliness,1,172
12371,Service,3,461
12372,Food,3,206
12373,Service,5,253
12374,Service,2,274
12375,Service,4,35
12376,Cleanliness,4,140
12377,Service,5,472
12378,Service,4,360
12379,Cleanliness,4,224
12380,Service,1,96
12381,Cleanliness,1,203
12382,Cleanliness,5,54
12383,Service,3,446
12384,Service,2,255
12385,Food,1,99
12386,Service,3,5
12387,Food,4,52
12388,Cleanliness,1,90
12389,Food,1,310
12390,Food,5,115
12391,Food,3,247
12392,Service,3,190
12393,Food,1,244
12394,Service,2,392
12395,Cleanliness,4,19
12396,Cleanliness,3,251
12397,Service,5,499
12398,Service,4,236
12399,Cleanliness,4,214
12400,Food,1,20
12401,Cleanliness,5,47
12402,Service,1,123
12403,Service,5,132
12404,Cleanliness,5,414
12405,Food,3,235
12406,Food,1,31
12407,Service,2,180
12408,Food,1,240
12409,Cleanliness,2,177
12410,Food,4,433
12411,Service,5,46
12412,Food,3,419
12413,Food,1,430
12414,Food,2,77
12415,Cleanliness,1,492
12416,Cleanliness,4,197
12417,Service,3,121
12418,Cleanliness,4,84
12419,Service,4,294
12420,Service,2,23
12421,Service,1,416
12422,Service,1,334
12423,Cleanliness,2,280
12424,Cleanliness,5,192
12425,Service,3,256
12426,Food,4,162
12427,Cleanliness,1,251
12428,Service,3,386
12429,Cleanliness,4,153
12430,Cleanliness,3,477
12431,Service,4,483
12432,Food,1,426
12433,Food,5,363
12434,Service,1,475
12435,Cleanliness,5,429
12436,Cleanliness,2,75
12437,Service,1,365
12438,Food,2,125
12439,Cleanliness,5,246
12440,Cleanliness,4,40
12441,Cleanliness,5,492
12442,Food,1,115
12443,Cleanliness,4,253
12444,Food,1,40
12445,Service,4,216
12446,Service,4,322
12447,Service,1,161
12448,Cleanliness,1,28
12449,Service,5,281
12450,Service,1,96
12451,Food,3,388
12452,Cleanliness,4,497
12453,Cleanliness,1,124
12454,Food,1,493
12455,Service,1,282
12456,Service,1,254
12457,Service,3,259
12458,Cleanliness,3,384
12459,Service,1,319
12460,Cleanliness,3,474
12461,Cleanliness,2,412
12462,Food,4,418
12463,Cleanliness,3,257
